City,Total Cases,New Cases,Total Deaths,New Deaths,Active Cases,Total Cases /1M pop,Deaths /1M pop,Total Tests,Tests /1M pop,Date
Veteran Affairs ,46163,165.0,2434.0,15 ,3941 ,,,494766.0,,08-15-2020
Utah ,45976,,360.0, ,8937 ,14341.0,112,716883.0,"223,610",08-15-2020
Kentucky ,38298,,804.0, ,28473 ,8572.0,180,743500.0,"166,418",08-15-2020
Kansas ,34238,61.0,405.0, , 12519 ,11752.0,139,343043.0,"117,750",08-15-2020
Nebraska ,29988,,361.0, ,7623 ,15502.0,187,317977.0,"164,379",08-15-2020
Idaho ,27173,,265.0, ,16539 ,15205.0,148,219224.0,"122,673",08-15-2020
Puerto Rico ,25695,567.0,329.0,12 ,23099 ,7586.0,97,464073.0,"137,018",08-15-2020
New Mexico ,23160,,703.0, ,12275 ,11045.0,335,659042.0,"314,304",08-15-2020
Oregon ,22613,,385.0, ,17873 ,5361.0,91,471935.0,"111,893",08-15-2020
Rhode Island ,20335,,1021.0, ,17361 ,19196.0,964,419473.0,"395,968",08-15-2020
Delaware ,16396,56.0,593.0, ,7154 ,16838.0,609,208761.0,"214,386",08-15-2020
District Of Columbia ,13159,41.0,597.0,3 ,2110 ,18645.0,846,239216.0,"338,953",08-15-2020
Federal Prisons ,12665,,114.0, ,1866 ,,,42781.0,,08-15-2020
South Dakota ,10118,94.0,152.0,2 ,1082 ,11437.0,172,127449.0,"144,066",08-15-2020
Navajo Nation ,9394,,478.0, ,5785 ,,,82541.0,,08-15-2020
West Virginia ,8457,183.0,160.0,3 ,1999 ,4719.0,89,344530.0,"192,244",08-15-2020
North Dakota ,8444,122.0,121.0, ,1162 ,11080.0,159,178145.0,"233,767",08-15-2020
New Hampshire ,6964,,423.0, ,323 ,5122.0,311,209743.0,"154,256",08-15-2020
Montana ,5659,118.0,82.0,1 ,1454 ,5295.0,77,199861.0,"187,000",08-15-2020
Hawaii ,4543,,40.0, ,2747 ,3209.0,28,198152.0,"139,951",08-15-2020
Maine ,4144,29.0,127.0,1 ,401 ,3083.0,94,216144.0,"160,796",08-15-2020
Alaska ,4073,,27.0, ,2854 ,5568.0,37,295929.0,"404,526",08-15-2020
Wyoming ,3227,44.0,30.0, ,556 ,5576.0,52,89800.0,"155,160",08-15-2020
Vermont ,1509,8.0,58.0, ,119 ,2418.0,93,107417.0,"172,146",08-15-2020
United States Virgin Islands ,734,30.0,9.0, ,206 ,,,12133.0,,08-15-2020
Guam ,502,,5.0, ,151 ,,,27239.0,,08-15-2020
Grand Princess Ship ,103,,3.0, ,100 ,,,,,08-15-2020
Northern Mariana Islands ,50,,2.0, ,29 ,,,14419.0,,08-15-2020
California ,621625,,11231.0,6 ,361582 ,15732.0,284,9681111.0,"245,016",08-16-2020
Florida ,573416,3779.0,9453.0,102 ,510658 ,26698.0,440,4232917.0,"197,084",08-16-2020
Texas ,556969,,9896.0, ,153807 ,19209.0,341,4774992.0,"164,678",08-16-2020
New York ,455429,490.0,32901.0, ,68919 ,23411.0,"1,691",7068196.0,"363,337",08-16-2020
Georgia ,235168,,4669.0, ,N/A ,22149.0,440,2239670.0,"210,943",08-16-2020
Illinois ,205851,,7937.0, ,51120 ,16245.0,626,3329762.0,"262,769",08-16-2020
Arizona ,193537,883.0,4506.0,14 ,161692 ,26589.0,619,1325778.0,"182,144",08-16-2020
New Jersey ,193004,191.0,15990.0,2 ,19723 ,21729.0,"1,800",2490186.0,"280,357",08-16-2020
North Carolina ,144952,310.0,2376.0, ,25607 ,13821.0,227,1924646.0,"183,508",08-16-2020
Louisiana ,137918,1181.0,4507.0,74 ,29899  ,29667.0,969,1658087.0,"356,670",08-16-2020
Tennessee ,131747,,1345.0, ,38302 ,19292.0,197,1827520.0,"267,605",08-16-2020
Pennsylvania ,128939,408.0,7549.0,2 ,24826 ,10072.0,590,1453389.0,"113,528",08-16-2020
Massachusetts ,123199,,8826.0, ,13887 ,17874.0,"1,281",1597084.0,"231,713",08-16-2020
Alabama ,108433,853.0,1898.0,2 , 65012 ,22115.0,387,832794.0,"169,848",08-16-2020
Ohio ,107702,,3828.0, ,17856 ,9214.0,327,1796692.0,"153,707",08-16-2020
Virginia ,106687,937.0,2381.0, ,90612 ,12499.0,279,1464128.0,"171,534",08-16-2020
South Carolina ,105882,,2260.0, ,60892 ,20565.0,439,922143.0,"179,102",08-16-2020
Michigan ,101782,,6586.0, ,27418 ,10192.0,659,2556880.0,"256,024",08-16-2020
Maryland ,100212,519.0,3639.0,3 ,90578 ,16576.0,602,1591210.0,"263,198",08-16-2020
Indiana ,80415,739.0,3133.0,5 ,17794 ,11945.0,465,1162594.0,"172,691",08-16-2020
Mississippi ,71755,,2080.0, ,19839 ,24110.0,699,536310.0,"180,203",08-16-2020
Washington ,68477,,1766.0, ,43181 ,8993.0,232,1010191.0,"132,660",08-16-2020
Missouri ,67382,985.0,1452.0,9 ,55559 ,10979.0,237,899670.0,"146,587",08-16-2020
Wisconsin ,65056,,1038.0, ,8846  ,11173.0,178,1120175.0,"192,389",08-16-2020
Minnesota ,64413,,1745.0, ,5211 ,11421.0,309,1236918.0,"219,326",08-16-2020
Nevada ,60608,,1069.0, ,33528 ,19677.0,347,743871.0,"241,504",08-16-2020
Arkansas ,53243,,600.0, ,7197 ,17643.0,199,588660.0,"195,062",08-16-2020
Colorado ,52838,,1896.0, ,30214 ,9175.0,329,622745.0,"108,139",08-16-2020
Iowa ,52306,480.0,975.0,2 ,10838 ,16578.0,309,558681.0,"177,074",08-16-2020
Connecticut ,50897,,4453.0, ,16429 ,14276.0,"1,249",935680.0,"262,442",08-16-2020
Oklahoma ,47798,,657.0, ,7234 ,12079.0,166,762899.0,"192,799",08-16-2020
US Military ,47513,,74.0, ,21952 ,,,,,08-16-2020
Veteran Affairs ,46328,104.0,2439.0,5 ,3984 ,,,494766.0,,08-16-2020
Utah ,46321,,363.0, ,8612 ,14448.0,113,724237.0,"225,903",08-16-2020
Kentucky ,38930,,810.0, ,29029 ,8714.0,181,754985.0,"168,988",08-16-2020
Kansas ,34290,52.0,407.0,2 ,12569 ,11770.0,140,343043.0,"117,750",08-16-2020
Nebraska ,30241,,361.0, ,7629 ,15633.0,187,321172.0,"166,031",08-16-2020
Idaho ,27477,,269.0, ,16592 ,15375.0,151,221406.0,"123,894",08-16-2020
Puerto Rico ,26006,311.0,335.0,6 ,23404 ,7678.0,99,464073.0,"137,018",08-16-2020
New Mexico ,23302,,711.0, ,12200 ,11113.0,339,665291.0,"317,284",08-16-2020
Oregon ,23018,,386.0, ,18277 ,5457.0,92,484879.0,"114,962",08-16-2020
Rhode Island ,20335,,1021.0, ,17361 ,19196.0,964,419473.0,"395,968",08-16-2020
Delaware ,16451,55.0,593.0, ,7209 ,16894.0,609,208761.0,"214,386",08-16-2020
District Of Columbia ,13220,61.0,597.0, , 2130 ,18732.0,846,242852.0,"344,105",08-16-2020
Federal Prisons ,12704,,114.0, ,1843 ,,,43752.0,,08-16-2020
South Dakota ,10118,,152.0, ,1082 ,11437.0,172,127449.0,"144,066",08-16-2020
Navajo Nation ,9394,,478.0, ,5785 ,,,82541.0,,08-16-2020
West Virginia ,8564,107.0,160.0, ,1975 ,4779.0,89,355168.0,"198,180",08-16-2020
North Dakota ,8444,,121.0, ,1162 ,11080.0,159,178145.0,"233,767",08-16-2020
New Hampshire ,6980,,423.0, ,293 ,5133.0,311,211905.0,"155,846",08-16-2020
Montana ,5750,91.0,82.0, ,1523 ,5380.0,77,200936.0,"188,005",08-16-2020
Hawaii ,4825,,40.0, ,2977 ,3408.0,28,202753.0,"143,200",08-16-2020
Maine ,4168,24.0,127.0, ,417 ,3101.0,94,216144.0,"160,796",08-16-2020
Alaska ,4156,,28.0, ,2924 ,5681.0,38,296677.0,"405,549",08-16-2020
Wyoming ,3286,59.0,30.0, ,597 ,5678.0,52,90475.0,"156,326",08-16-2020
Vermont ,1515,6.0,58.0, ,125 ,2428.0,93,111335.0,"178,425",08-16-2020
United States Virgin Islands ,741,7.0,9.0, ,209 ,,,12189.0,,08-16-2020
Guam ,502,,5.0, ,151 ,,,27239.0,,08-16-2020
Grand Princess Ship ,103,,3.0, ,100 ,,,,,08-16-2020
Northern Mariana Islands ,50,,2.0, ,29 ,,,14419.0,,08-16-2020
California ,628145,,11246.0,2 ,366393 ,15897.0,285,9798135.0,"247,977",08-17-2020
Florida ,573416,,9458.0, ,510653 ,26698.0,440,4232917.0,"197,084",08-17-2020
Texas ,559810,,10003.0, ,150235 ,19307.0,345,4816487.0,"166,109",08-17-2020
New York ,455598,,32910.0, ,69079 ,23420.0,"1,692",7068196.0,"363,337",08-17-2020
Georgia ,237030,,4702.0, ,N/A ,22325.0,443,2259110.0,"212,774",08-17-2020
Illinois ,209186,1773.0,7967.0,12 ,54083 ,16508.0,629,3366851.0,"265,696",08-17-2020
Arizona ,194005,468.0,4506.0, ,161917 ,26654.0,619,1349757.0,"185,439",08-17-2020
New Jersey ,193220,,15990.0, ,19939 ,21754.0,"1,800",2490186.0,"280,357",08-17-2020
North Carolina ,145569,,2376.0, ,26224 ,13879.0,227,1935742.0,"184,566",08-17-2020
Louisiana ,138485,567.0,4526.0,19 ,30447 ,29789.0,974,1674289.0,"360,156",08-17-2020
Tennessee ,133708,,1366.0, ,39687 ,19579.0,200,1855015.0,"271,631",08-17-2020
Pennsylvania ,129336,261.0,7554.0, ,23459 ,10103.0,590,1453389.0,"113,528",08-17-2020
Massachusetts ,123593,,8838.0, ,14269 ,17932.0,"1,282",1615150.0,"234,334",08-17-2020
Alabama ,109004,571.0,1925.0,27 ,65556 ,22231.0,393,842070.0,"171,739",08-17-2020
Ohio ,108318,,3831.0, ,17561 ,9267.0,328,1823935.0,"156,037",08-17-2020
Virginia ,107421,734.0,2385.0,4 ,91342 ,12585.0,279,1484752.0,"173,950",08-17-2020
South Carolina ,106497,,2269.0, ,61498 ,20684.0,441,929805.0,"180,590",08-17-2020
Michigan ,102259,,6592.0, ,27889  ,10239.0,660,2587612.0,"259,102",08-17-2020
Maryland ,100715,503.0,3641.0,2 ,91070 ,16659.0,602,1616782.0,"267,428",08-17-2020
Indiana ,81006,591.0,3135.0,2 ,17194 ,12033.0,466,1175330.0,"174,583",08-17-2020
Mississippi ,72412,276.0,2095.0,11 ,20481 ,24331.0,704,536310.0,"180,203",08-17-2020
Washington ,68999,,1781.0, ,43580 ,9061.0,234,1010191.0,"132,660",08-17-2020
Missouri ,68458,983.0,1457.0,5 ,56630 ,11154.0,237,910121.0,"148,290",08-17-2020
Wisconsin ,65741,,1039.0, ,8720 ,11291.0,178,1126274.0,"193,437",08-17-2020
Minnesota ,65716,564.0,1758.0,6 ,5099 ,11653.0,312,1266561.0,"224,582",08-17-2020
Nevada ,61967,662.0,1077.0,5 ,34879 ,20118.0,350,759112.0,"246,452",08-17-2020
Arkansas ,53243,,600.0, ,7071 ,17643.0,199,622050.0,"206,127",08-17-2020
Colorado ,53176,,1896.0, ,30552 ,9234.0,329,631008.0,"109,574",08-17-2020
Iowa ,52631,184.0,979.0,4 ,10952 ,16681.0,310,561485.0,"177,963",08-17-2020
Connecticut ,50897,,4453.0, ,16429 ,14276.0,"1,249",935680.0,"262,442",08-17-2020
US Military ,49068,1555.0,74.0, ,22320 ,,,,,08-17-2020
Oklahoma ,48711,369.0,665.0,4 ,7515 ,12310.0,168,762899.0,"192,799",08-17-2020
Utah ,46652,,363.0, ,8588 ,14552.0,113,729590.0,"227,573",08-17-2020
Veteran Affairs  ,46565,192.0,2446.0,7 ,4093 ,,,494766.0,,08-17-2020
Kentucky ,39315,,813.0, ,29411 ,8800.0,182,754985.0,"168,988",08-17-2020
Kansas ,34407,117.0,407.0, ,12043 ,11810.0,140,343043.0,"117,750",08-17-2020
Nebraska ,30372,,361.0, ,7528 ,15701.0,187,323287.0,"167,125",08-17-2020
Idaho ,27660,,269.0, ,16508 ,15478.0,151,222668.0,"124,600",08-17-2020
Puerto Rico ,26760,754.0,335.0, ,24158 ,7901.0,99,464073.0,"137,018",08-17-2020
New Mexico ,23408,,714.0, ,12213 ,11164.0,341,670573.0,"319,803",08-17-2020
Oregon ,23262,,388.0, ,18519 ,5515.0,92,488797.0,"115,891",08-17-2020
Rhode Island ,20572,237.0,1023.0,2 ,17596 ,19419.0,966,431005.0,"406,854",08-17-2020
Delaware ,16536,85.0,593.0, ,7272 ,16982.0,609,210385.0,"216,053",08-17-2020
District Of Columbia ,13273,53.0,597.0, ,2155 ,18807.0,846,245255.0,"347,510",08-17-2020
Federal Prisons ,12737,,114.0, ,1869  ,,,43872.0,,08-17-2020
South Dakota ,10360,86.0,153.0, ,1194 ,11711.0,173,129293.0,"146,150",08-17-2020
Navajo Nation ,9394,,478.0, ,5785 ,,,82541.0,,08-17-2020
North Dakota ,8647,60.0,126.0,1 ,1178 ,11347.0,165,180419.0,"236,751",08-17-2020
West Virginia ,8632,68.0,160.0, ,2043 ,4817.0,89,355168.0,"198,180",08-17-2020
New Hampshire ,6988,,423.0, ,278 ,5139.0,311,213600.0,"157,092",08-17-2020
Montana ,5792,42.0,82.0, ,1548 ,5419.0,77,204725.0,"191,551",08-17-2020
Hawaii ,5042,,40.0, ,3161 ,3561.0,28,206537.0,"145,873",08-17-2020
Alaska ,4259,,28.0, ,2994 ,5822.0,38,301515.0,"412,162",08-17-2020
Maine ,4197,29.0,127.0, ,432 ,3122.0,94,221384.0,"164,694",08-17-2020
Wyoming ,3286,,30.0, ,588 ,5678.0,52,90962.0,"157,167",08-17-2020
Vermont ,1527,12.0,58.0, ,126 ,2447.0,93,113223.0,"181,450",08-17-2020
United States Virgin Islands ,760,19.0,9.0, ,226 ,,,12429.0,,08-17-2020
Guam ,558,56.0,5.0, ,207 ,,,27239.0,,08-17-2020
Grand Princess Ship ,103,,3.0, ,100 ,,,,,08-17-2020
Northern Mariana Islands ,53,3.0,2.0, ,32 ,,,14419.0,,08-17-2020
California ,635070,,11343.0, , 366446 ,16073.0,287,9933780.0,"251,410",08-18-2020
Florida ,579932,3838.0,9759.0,218 ,514694 ,27002.0,454,4285720.0,"199,542",08-18-2020
Texas ,571617,,10120.0, ,155680 ,19714.0,349,4845105.0,"167,096",08-18-2020
New York ,456118,,32920.0, ,67698 ,23447.0,"1,692",7125087.0,"366,261",08-18-2020
Georgia ,238861,,4727.0, ,193683 ,22497.0,445,2285164.0,"215,228",08-18-2020
Illinois ,209186,,7967.0, ,53855 ,16508.0,629,3405097.0,"268,714",08-18-2020
Arizona ,194920,915.0,4529.0,23 ,162591 ,26779.0,622,1349757.0,"185,439",08-18-2020
New Jersey ,193645,,16021.0, ,19950 ,21801.0,"1,804",2511070.0,"282,708",08-18-2020
North Carolina ,146779,785.0,2396.0,19 ,16634 ,13995.0,228,1951120.0,"186,032",08-18-2020
Louisiana ,138485,,4526.0, ,30447 ,29789.0,974,1674289.0,"360,156",08-18-2020
Tennessee ,134744,,1387.0, ,38545 ,19731.0,203,1868761.0,"273,644",08-18-2020
Pennsylvania ,130004,318.0,7575.0,18 ,23803 ,10155.0,592,1463829.0,"114,344",08-18-2020
Massachusetts ,123841,,8842.0, ,14513 ,17967.0,"1,283",1630670.0,"236,586",08-18-2020
Alabama ,110361,1357.0,1936.0,11 ,66902 ,22508.0,395,848514.0,"173,054",08-18-2020
Ohio ,109081,,3837.0, ,17480 ,9332.0,328,1843274.0,"157,692",08-18-2020
Virginia ,108282,861.0,2396.0,11 ,92059 ,12686.0,281,1484752.0,"173,950",08-18-2020
South Carolina ,106953,,2288.0, ,61935 ,20773.0,444,935969.0,"181,787",08-18-2020
Michigan ,102749,,6592.0, , 28379 ,10288.0,660,2607728.0,"261,116",08-18-2020
Maryland ,101235,520.0,3650.0,9 ,91577 ,16745.0,604,1645642.0,"272,201",08-18-2020
Indiana ,81847,841.0,3165.0,30 ,18005 ,12158.0,470,1192986.0,"177,205",08-18-2020
Mississippi ,73207,795.0,2128.0,33 ,14502 ,24598.0,715,541254.0,"181,864",08-18-2020
Washington ,69651,,1785.0, ,43409 ,9147.0,234,1010191.0,"132,660",08-18-2020
Missouri ,69378,,1480.0, ,57392 ,11304.0,241,923585.0,"150,484",08-18-2020
Wisconsin ,66196,,1039.0, ,8555 ,11369.0,178,1132236.0,"194,461",08-18-2020
Minnesota ,66061,345.0,1758.0, ,4735 ,11714.0,312,1273397.0,"225,794",08-18-2020
Nevada ,61967,,1077.0, ,34879 ,20118.0,350,759112.0,"246,452",08-18-2020
Colorado ,53370,,1896.0, ,30486  ,9268.0,329,636081.0,"110,455",08-18-2020
Arkansas ,53077,,603.0, ,6341 ,17588.0,200,632652.0,"209,640",08-18-2020
Iowa ,52924,195.0,987.0,6 ,10450 ,16774.0,313,564443.0,"178,900",08-18-2020
Connecticut ,51267,,4456.0, ,14956 ,14379.0,"1,250",979952.0,"274,859",08-18-2020
US Military ,49068,,74.0, ,22320 ,,,,,08-18-2020
Oklahoma ,48711,,665.0, ,7515  ,12310.0,168,784218.0,"198,186",08-18-2020
 Veteran Affairs ,46908,133.0,2493.0,45 ,3782 ,,,494766.0,,08-18-2020
Utah ,46894,,364.0, ,8398 ,14627.0,114,734332.0,"229,052",08-18-2020
Kentucky ,39691,,818.0, ,29715 ,8884.0,183,760022.0,"170,116",08-18-2020
Kansas ,35418,,407.0, ,12917 ,12157.0,140,354262.0,"121,601",08-18-2020
Nebraska ,30563,,362.0, ,7554 ,15800.0,187,325782.0,"168,414",08-18-2020
Idaho ,27942,,273.0, ,16576 ,15636.0,153,225018.0,"125,915",08-18-2020
Puerto Rico ,27713,953.0,346.0,11 ,25100 ,8182.0,102,464073.0,"137,018",08-18-2020
New Mexico ,23500,,718.0, ,12180 ,11207.0,342,677150.0,"322,940",08-18-2020
Oregon ,23451,,388.0, ,18644 ,5560.0,92,490000.0,"116,176",08-18-2020
Rhode Island ,20572,,1023.0, ,17567 ,19419.0,966,431005.0,"406,854",08-18-2020
Delaware ,16536,,593.0, ,7230 ,16982.0,609,212638.0,"218,367",08-18-2020
District Of Columbia ,13325,52.0,599.0,2 ,2205 ,18881.0,849,245255.0,"347,510",08-18-2020
Federal Prisons ,12828,,115.0, , 1909 ,,,44045.0,,08-18-2020
South Dakota ,10360,,153.0, ,1194 ,11711.0,173,129293.0,"146,150",08-18-2020
Navajo Nation ,9469,,480.0, ,5858 ,,,84168.0,,08-18-2020
North Dakota ,8782,135.0,128.0,2 ,1169 ,11524.0,168,180928.0,"237,419",08-18-2020
West Virginia ,8731,99.0,164.0,4 ,2036 ,4872.0,92,360669.0,"201,250",08-18-2020
New Hampshire ,7004,,423.0, ,279 ,5151.0,311,214670.0,"157,879",08-18-2020
Montana ,5846,54.0,84.0,2 ,1556 ,5470.0,79,205512.0,"192,287",08-18-2020
Hawaii ,5215,,40.0, ,3307 ,3683.0,28,209529.0,"147,986",08-18-2020
Alaska ,4309,,28.0, ,3031 ,5890.0,38,305648.0,"417,812",08-18-2020
Maine ,4213,16.0,127.0, ,437 ,3134.0,94,223162.0,"166,017",08-18-2020
Wyoming ,3331,,33.0, ,599 ,5755.0,57,91110.0,"157,423",08-18-2020
Vermont ,1530,3.0,58.0, ,125  ,2452.0,93,114097.0,"182,851",08-18-2020
United States Virgin Islands ,796,36.0,9.0, ,254 ,,,12696.0,,08-18-2020
Guam ,577,19.0,5.0, ,219 ,,,28918.0,,08-18-2020
Grand Princess Ship ,103,,3.0, ,100 ,,,,,08-18-2020
Northern Mariana Islands ,54,,2.0, ,33 ,,,16453.0,,08-18-2020
California ,640722,302.0,11537.0,15 ,365161 ,16216.0,292,10049039.0,"254,327",08-19-2020
Florida ,584047,4115.0,9933.0,169 ,517260 ,27193.0,462,4312904.0,"200,808",08-19-2020
Texas ,579489,,10298.0, ,153288 ,19985.0,355,4869164.0,"167,926",08-19-2020
New York ,456836,,32932.0, ,66790 ,23483.0,"1,693",7191978.0,"369,700",08-19-2020
Georgia ,241677,,4794.0, ,195977 ,22762.0,452,2318991.0,"218,414",08-19-2020
Illinois ,213221,2295.0,8017.0,24 ,57346 ,16826.0,633,3489571.0,"275,380",08-19-2020
Arizona ,195557,637.0,4634.0,105 ,162896 ,26867.0,637,1355757.0,"186,263",08-19-2020
New Jersey ,193975,,16030.0, ,19877 ,21839.0,"1,805",2532745.0,"285,149",08-19-2020
North Carolina ,147932,35.0,2438.0, ,17745 ,14105.0,232,1978094.0,"188,604",08-19-2020
Louisiana ,139125,,4554.0, ,31059 ,29927.0,980,1689991.0,"363,533",08-19-2020
Tennessee ,135778,,1426.0, ,37456 ,19882.0,209,1891875.0,"277,028",08-19-2020
Pennsylvania ,130612,326.0,7603.0,16 ,23802 ,10202.0,594,1476037.0,"115,297",08-19-2020
Massachusetts ,124063,,8848.0, ,14729 ,18000.0,"1,284",1644236.0,"238,554",08-19-2020
Alabama ,111478,1117.0,1944.0,8 ,68011 ,22736.0,396,880652.0,"179,608",08-19-2020
Ohio ,109943,,3876.0, ,16999 ,9406.0,332,1863180.0,"159,395",08-19-2020
Virginia ,109019,737.0,2410.0,14 ,92699 ,12772.0,282,1519236.0,"177,990",08-19-2020
South Carolina ,107672,,2343.0, ,60124 ,20912.0,455,940948.0,"182,754",08-19-2020
Michigan ,103402,,6608.0, ,29016 ,10354.0,662,2630847.0,"263,431",08-19-2020
Maryland ,101649,414.0,3661.0,11 ,91958 ,16813.0,606,1675530.0,"277,145",08-19-2020
Indiana ,82336,489.0,3180.0,15 ,17638 ,12230.0,472,1192986.0,"177,205",08-19-2020
Mississippi ,74555,1348.0,2163.0,35 ,15815 ,25051.0,727,541254.0,"181,864",08-19-2020
Missouri ,70563,,1495.0, ,58426 ,11497.0,244,932549.0,"151,945",08-19-2020
Washington ,70145,,1810.0, ,43386 ,9212.0,238,1010191.0,"132,660",08-19-2020
Wisconsin ,66830,,1052.0, ,8396 ,11478.0,181,1142227.0,"196,177",08-19-2020
Minnesota ,66618,557.0,1784.0,17 ,4592 ,11812.0,316,1308264.0,"231,977",08-19-2020
Nevada ,62639,,1102.0, ,35526 ,20336.0,358,762714.0,"247,622",08-19-2020
Colorado ,53631,,1899.0, ,30447 ,9313.0,330,640250.0,"111,179",08-19-2020
Iowa ,53593,622.0,1004.0,15 ,10595 ,16986.0,318,570305.0,"180,758",08-19-2020
Arkansas ,53487,,619.0, ,5898 ,17724.0,205,636730.0,"210,991",08-19-2020
Connecticut ,51255,,4456.0, ,14332 ,14376.0,"1,250",990712.0,"277,877",08-19-2020
Oklahoma ,49923,597.0,699.0,17 ,7177 ,12616.0,177,791944.0,"200,139",08-19-2020
US Military ,49778,710.0,75.0,1 ,23029 ,,,,,08-19-2020
Veteran Affairs ,47501,87.0,2515.0,3 ,3629 ,,,546038.0,,08-19-2020
Utah ,47157,,369.0, ,8233 ,14709.0,115,740867.0,"231,091",08-19-2020
Kentucky ,40299,,830.0, ,30236 ,9020.0,186,770382.0,"172,435",08-19-2020
Kansas ,35531,,411.0,3 ,12432 ,12196.0,141,354262.0,"121,601",08-19-2020
Nebraska ,30825,,368.0, ,7659 ,15935.0,190,328673.0,"169,909",08-19-2020
Idaho ,28326,,282.0, ,16647 ,15851.0,158,227228.0,"127,152",08-19-2020
Puerto Rico ,27934,221.0,356.0,10 ,25311 ,8248.0,105,464073.0,"137,018",08-19-2020
Oregon ,23676,,397.0, ,18811 ,5613.0,94,495114.0,"117,389",08-19-2020
New Mexico ,23579,,723.0, ,12054 ,11245.0,345,683053.0,"325,755",08-19-2020
Rhode Island ,20795,103.0,1027.0,3 ,17764 ,19630.0,969,436191.0,"411,749",08-19-2020
Delaware ,16643,50.0,595.0,2  ,7299 ,17091.0,611,213845.0,"219,607",08-19-2020
District Of Columbia ,13354,29.0,600.0,1 ,2159 ,18922.0,850,249478.0,"353,494",08-19-2020
Federal Prisons ,12885,,115.0, ,1966 ,,,44492.0,,08-19-2020
South Dakota ,10443,,154.0, ,1163 ,11805.0,174,130013.0,"146,964",08-19-2020
Navajo Nation ,9486,,484.0, ,5871 ,,,84510.0,,08-19-2020
North Dakota ,8968,186.0,130.0,2 ,1209 ,11768.0,171,182526.0,"239,516",08-19-2020
West Virginia ,8801,70.0,166.0,2 ,1898 ,4911.0,93,365551.0,"203,974",08-19-2020
New Hampshire ,7017,,424.0, ,260 ,5161.0,312,215689.0,"158,629",08-19-2020
Montana ,5956,110.0,84.0, ,1515 ,5573.0,79,206533.0,"193,242",08-19-2020
Hawaii ,5349,,41.0, ,3387 ,3778.0,29,212298.0,"149,942",08-19-2020
Alaska ,4371,,29.0, ,3057 ,5975.0,40,310009.0,"423,773",08-19-2020
Maine ,4234,21.0,127.0, ,445 ,3150.0,94,226092.0,"168,197",08-19-2020
Wyoming ,3363,,34.0, ,570 ,5811.0,59,92430.0,"159,704",08-19-2020
Vermont ,1530,,58.0, ,125 ,2452.0,93,114097.0,"182,851",08-19-2020
United States Virgin Islands ,828,32.0,9.0, ,286 ,,,12696.0,,08-19-2020
Guam ,599,22.0,5.0, ,241 ,,,29371.0,,08-19-2020
Grand Princess Ship ,103,,3.0, ,100 ,,,,,08-19-2020
Northern Mariana Islands ,54,,2.0, ,33 ,,,16453.0,,08-19-2020
California ,647391,182.0,11692.0,6 ,368178 ,16385.0,296,10140683.0,"256,647",08-20-2020
Florida ,588602,4555.0,10052.0,114 ,520428 ,27405.0,468,4342418.0,"202,182",08-20-2020
Texas ,585454,,10517.0, ,147652 ,20191.0,363,4901136.0,"169,029",08-20-2020
New York ,457600,,32937.0, ,66308 ,23523.0,"1,693",7272403.0,"373,834",08-20-2020
Georgia ,243982,,4849.0, ,197679 ,22979.0,457,2335119.0,"219,933",08-20-2020
Illinois ,215053,1832.0,8044.0,27 ,58695 ,16971.0,635,3541183.0,"279,453",08-20-2020
Arizona ,196280,723.0,4684.0,50 ,163363 ,26966.0,644,1372353.0,"188,543",08-20-2020
New Jersey ,194276,,16030.0, ,19851 ,21873.0,"1,805",2557712.0,"287,960",08-20-2020
North Carolina ,149904,938.0,2465.0,2 ,19690 ,14293.0,235,2003307.0,"191,008",08-20-2020
Louisiana ,140821,918.0,4637.0,28 ,18064 ,30292.0,997,1719034.0,"369,781",08-20-2020
Tennessee ,137800,,1452.0, ,37263 ,20178.0,213,1926357.0,"282,078",08-20-2020
Pennsylvania ,131354,404.0,7627.0,8 ,24070 ,10260.0,596,1517425.0,"118,530",08-20-2020
Massachusetts ,124415,,8876.0, ,13334 ,18051.0,"1,288",1666143.0,"241,733",08-20-2020
Alabama ,112449,971.0,1974.0,30 ,65791 ,22934.0,403,891813.0,"181,884",08-20-2020
Ohio ,110897,,3910.0, ,16551 ,9487.0,334,1882588.0,"161,055",08-20-2020
Virginia ,109882,863.0,2427.0,17 ,93466 ,12873.0,284,1535931.0,"179,946",08-20-2020
South Carolina ,108411,,2360.0, ,60846 ,21056.0,458,946826.0,"183,896",08-20-2020
Michigan ,104091,,6618.0, ,29695 ,10423.0,663,2664647.0,"266,815",08-20-2020
Maryland ,102229,580.0,3669.0,8 , 92520 ,16909.0,607,1693571.0,"280,129",08-20-2020
Indiana ,83277,941.0,3191.0,11 ,17603 ,12370.0,474,1219850.0,"181,196",08-20-2020
Mississippi ,75449,894.0,2190.0,27 ,16682 ,25351.0,736,541254.0,"181,864",08-20-2020
Missouri ,71523,,1499.0, ,59247 ,11654.0,244,940108.0,"153,176",08-20-2020
Washington ,70708,,1822.0, ,43660 ,9285.0,239,1010191.0,"132,660",08-20-2020
Wisconsin ,67493,,1060.0, ,8189 ,11592.0,182,1151656.0,"197,796",08-20-2020
Minnesota ,67308,690.0,1791.0,7 ,4912 ,11935.0,318,1322220.0,"234,451",08-20-2020
Nevada ,63028,,1134.0, ,35883 ,20463.0,368,769298.0,"249,759",08-20-2020
